Species_name,Family,Genus,Species_epithet,Seed_weight,Seed_weight_source,Mating_system,Mating_system_source,Growth_form,Growth_form_herb,Growth_form_source
Madia_radiata,Asteraceae,Madia,radiata,0.549,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Madia_sativa,Asteraceae,Madia,sativa,3.1,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Matricaria_discoidea,Asteraceae,Matricaria,discoidea,0.141,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,GBIF
Microseris_acuminata,Asteraceae,Microseris,acuminata,1.8,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Microseris_bigelovii,Asteraceae,Microseris,bigelovii,1.695,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Microseris_borealis,Asteraceae,Microseris,borealis,1.61,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Microseris_campestris,Asteraceae,Microseris,campestris,1.275,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Microseris_douglasii,Asteraceae,Microseris,douglasii,1.6968,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Microseris_elegans,Asteraceae,Microseris,elegans,1.086,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Microseris_heterocarpa,Asteraceae,Microseris,heterocarpa,0.61,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Microseris_laciniata,Asteraceae,Microseris,laciniata,1.4651,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Microseris_lanceolata,Asteraceae,Microseris,lanceolata,2.08,Seed Information Database,SI,Vijverberg et al. (1999),Herb,Herb,Engemann et al. (2016)
Microseris_sylvatica,Asteraceae,Microseris,sylvatica,3.782,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Mikania_micrantha,Asteraceae,Mikania,micrantha,0.09,Seed Information Database,SI,Grossenbacher et al. (2017),Vine,NonHerb,Engemann et al. (2016)
Montanoa_leucantha,Asteraceae,Montanoa,leucantha,3.1926,Seed Information Database,SI,Grossenbacher et al. (2017),Shrub,NonHerb,Engemann et al. (2016)
Nassauvia_revoluta,Asteraceae,Nassauvia,revoluta,3.902,Seed Information Database,SI,Grossenbacher et al. (2017),Shrub,NonHerb,Engemann et al. (2016)
Onopordum_illyricum,Asteraceae,Onopordum,illyricum,12.041,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Packera_aurea,Asteraceae,Packera,aurea,0.2556,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Packera_paupercula,Asteraceae,Packera,paupercula,0.184,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Pallenis_maritima,Asteraceae,Pallenis,maritima,0.3176,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,GBIF
Parthenium_integrifolium,Asteraceae,Parthenium,integrifolium,3.257,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Parthenium_tomentosum,Asteraceae,Parthenium,tomentosum,1.1151,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Perezia_recurvata,Asteraceae,Perezia,recurvata,2.4,Seed Information Database,SI,Grossenbacher et al. (2017),Shrub,NonHerb,Engemann et al. (2016)
Picris_hieracioides,Asteraceae,Picris,hieracioides,1.064,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Pilosella_officinarum,Asteraceae,Pilosella,officinarum,0.185,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,GBIF
Pleurophyllum_hookeri,Asteraceae,Pleurophyllum,hookeri,0.9236,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,GBIF
Pulicaria_vulgaris,Asteraceae,Pulicaria,vulgaris,0.11,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Pyrrhopappus_carolinianus,Asteraceae,Pyrrhopappus,carolinianus,0.8676,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Rudbeckia_fulgida,Asteraceae,Rudbeckia,fulgida,0.5,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Rudbeckia_hirta,Asteraceae,Rudbeckia,hirta,0.9,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Rutidosis_leiolepis,Asteraceae,Rutidosis,leiolepis,0.4484,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,GBIF
Rutidosis_leptorrhynchoides,Asteraceae,Rutidosis,leptorrhynchoides,1,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,GBIF
Scorzonera_humilis,Asteraceae,Scorzonera,humilis,4.0675,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,GBIF
Senecio_amygdalifolius,Asteraceae,Senecio,amygdalifolius,1.5524,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,GBIF
Senecio_anethifolius,Asteraceae,Senecio,anethifolius,0.5576,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,GBIF
Senecio_biserratus,Asteraceae,Senecio,biserratus,0.202,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,GBIF
Senecio_cruentus,Asteraceae,Senecio,cruentus,0.19,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Senecio_eboracensis,Asteraceae,Senecio,eboracensis,0.26,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,GBIF
Senecio_gawlerensis,Asteraceae,Senecio,gawlerensis,0.4878,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,GBIF
Senecio_glomeratus,Asteraceae,Senecio,glomeratus,0.118,Seed Information Database,SC,Grossenbacher et al. (2017),Terb,NonHerb,https://www.nzpcn.org.nz/flora/species/senecio-glomeratus-subsp-glomeratus/
Senecio_glossanthus,Asteraceae,Senecio,glossanthus,0.395,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Senecio_gregorii,Asteraceae,Senecio,gregorii,3.524,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,GBIF
Senecio_hercynicus,Asteraceae,Senecio,hercynicus,1.0974,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,GBIF
Senecio_hypoleucus,Asteraceae,Senecio,hypoleucus,0.3992,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,GBIF
Senecio_inaequidens,Asteraceae,Senecio,inaequidens,0.2572,Seed Information Database,SI,Grossenbacher et al. (2017),Shrub,NonHerb,Engemann et al. (2016)
Senecio_jacobaea,Asteraceae,Senecio,jacobaea,0.21,Seed Information Database,SI,Andersson (2001),Herb,Herb,Engemann et al. (2016)
Senecio_leucanthemifolius,Asteraceae,Senecio,leucanthemifolius,0.2229,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,GBIF
Senecio_linearifolius,Asteraceae,Senecio,linearifolius,0.3049,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,GBIF
Senecio_madagascariensis,Asteraceae,Senecio,madagascariensis,0.251,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Senecio_magnificus,Asteraceae,Senecio,magnificus,2.8,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,GBIF
Senecio_minimus,Asteraceae,Senecio,minimus,0.1524,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,GBIF
Senecio_odoratus,Asteraceae,Senecio,odoratus,0.329,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,GBIF
Senecio_ovatus,Asteraceae,Senecio,ovatus,1.0515,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Senecio_pectinatus,Asteraceae,Senecio,pectinatus,1.0344,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,GBIF
Senecio_pinnatifolius,Asteraceae,Senecio,pinnatifolius,0.3797,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,GBIF
Senecio_quadridentatus,Asteraceae,Senecio,quadridentatus,0.137,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,GBIF
Senecio_radiolatus,Asteraceae,Senecio,radiolatus,0.3144,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,GBIF
Senecio_runcinifolius,Asteraceae,Senecio,runcinifolius,0.1416,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,GBIF
Senecio_squalidus,Asteraceae,Senecio,squalidus,0.2837,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Senecio_squarrosus,Asteraceae,Senecio,squarrosus,0.3302,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,GBIF
Senecio_sylvaticus,Asteraceae,Senecio,sylvaticus,0.25,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Senecio_vagus,Asteraceae,Senecio,vagus,1.0004,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,GBIF
Senecio_velleioides,Asteraceae,Senecio,velleioides,0.4736,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,GBIF
Senecio_vulgaris,Asteraceae,Senecio,vulgaris,0.21,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Silybum_marianum,Asteraceae,Silybum,marianum,24.2,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Simsia_amplexicaulis,Asteraceae,Simsia,amplexicaulis,2.2,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,GBIF
Simsia_calva,Asteraceae,Simsia,calva,1.7,Seed Information Database,SI,Grossenbacher et al. (2017),Shrub,NonHerb,Engemann et al. (2016)
Simsia_eurylepis,Asteraceae,Simsia,eurylepis,2.0008,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,GBIF
Simsia_foetida,Asteraceae,Simsia,foetida,2.4016,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Simsia_lagascaeformis,Asteraceae,Simsia,lagascaeformis,1.8,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Simsia_sanguinea,Asteraceae,Simsia,sanguinea,2.1632,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Solidago_canadensis,Asteraceae,Solidago,canadensis,0.1047,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Solidago_gigantea,Asteraceae,Solidago,gigantea,0.22,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Solidago_leiocarpa,Asteraceae,Solidago,leiocarpa,0.4704,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Solidago_nemoralis,Asteraceae,Solidago,nemoralis,0.3,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Solidago_rugosa,Asteraceae,Solidago,rugosa,0.1537,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Solidago_simplex,Asteraceae,Solidago,simplex,0.492,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Sonchus_arvensis,Asteraceae,Sonchus,arvensis,0.4684,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Sonchus_asper,Asteraceae,Sonchus,asper,0.28,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Sonchus_crassifolius,Asteraceae,Sonchus,crassifolius,0.3,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,GBIF
Sonchus_oleraceus,Asteraceae,Sonchus,oleraceus,0.3,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Stephanomeria_diegensis,Asteraceae,Stephanomeria,diegensis,0.3764,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Symphyotrichum_ciliatum,Asteraceae,Symphyotrichum,ciliatum,0.1904,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Symphyotrichum_ericoides,Asteraceae,Symphyotrichum,ericoides,1.3144,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Symphyotrichum_laeve,Asteraceae,Symphyotrichum,laeve,0.648,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Symphyotrichum_novae-angliae,Asteraceae,Symphyotrichum,novae-angliae,0.6596,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Symphyotrichum_novi-belgii,Asteraceae,Symphyotrichum,novi-belgii,0.466,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Symphyotrichum_patens,Asteraceae,Symphyotrichum,patens,0.523,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Symphyotrichum_puniceum,Asteraceae,Symphyotrichum,puniceum,0.2844,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,GBIF
Symphyotrichum_shortii,Asteraceae,Symphyotrichum,shortii,0.9224,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Symphyotrichum_subulatum,Asteraceae,Symphyotrichum,subulatum,0.1435,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Symphyotrichum_turbinellum,Asteraceae,Symphyotrichum,turbinellum,0.4716,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,GBIF
Tagetes_patula,Asteraceae,Tagetes,patula,3.02,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,GBIF
Taraxacum_aristum,Asteraceae,Taraxacum,aristum,0.6016,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,GBIF
Taraxacum_bessarabicum,Asteraceae,Taraxacum,bessarabicum,0.5635,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,GBIF
Taraxacum_officinale,Asteraceae,Taraxacum,officinale,0.7,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Tephroseris_integrifolia,Asteraceae,Tephroseris,integrifolia,0.6159,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,GBIF
Tephroseris_longifolia,Asteraceae,Tephroseris,longifolia,0.5682,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,GBIF
Tolpis_barbata,Asteraceae,Tolpis,barbata,0.22,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Tolpis_crassiuscula,Asteraceae,Tolpis,crassiuscula,0.272,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,GBIF
Townsendia_florifer,Asteraceae,Townsendia,florifer,1.0756,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Townsendia_montana,Asteraceae,Townsendia,montana,0.5644,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Tragopogon_dubius,Asteraceae,Tragopogon,dubius,9,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Tragopogon_porrifolius,Asteraceae,Tragopogon,porrifolius,12.856,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Tragopogon_pratensis,Asteraceae,Tragopogon,pratensis,5.3,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Tridax_procumbens,Asteraceae,Tridax,procumbens,0.68,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Uropappus_lindleyi,Asteraceae,Uropappus,lindleyi,1.5303,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Verbesina_helianthoides,Asteraceae,Verbesina,helianthoides,3.5544,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Verbesina_virgata,Asteraceae,Verbesina,virgata,0.9068,Seed Information Database,SC,Grossenbacher et al. (2017),Shrub,NonHerb,Engemann et al. (2016)
Xanthisma_spinulosum,Asteraceae,Xanthisma,spinulosum,0.7512,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,GBIF
Xanthium_strumarium,Asteraceae,Xanthium,strumarium,54.9,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Zinnia_acerosa,Asteraceae,Zinnia,acerosa,1.3012,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,GBIF
Aethionema_arabicum,Brassicaceae,Aethionema,arabicum,0.3429,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,GBIF
Aethionema_carneum,Brassicaceae,Aethionema,carneum,0.3214,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,GBIF
Aethionema_heterocarpum,Brassicaceae,Aethionema,heterocarpum,0.5372,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,GBIF
Alliaria_petiolata,Brassicaceae,Alliaria,petiolata,3.02,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Alyssum_alyssoides,Brassicaceae,Alyssum,alyssoides,0.69,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Alyssum_damascenum,Brassicaceae,Alyssum,damascenum,0.794,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Alyssum_desertorum,Brassicaceae,Alyssum,desertorum,0.44,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Alyssum_simplex,Brassicaceae,Alyssum,simplex,0.834,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Arabidopsis_arenosa,Brassicaceae,Arabidopsis,arenosa,0.11,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Arabidopsis_halleri,Brassicaceae,Arabidopsis,halleri,0.145,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Arabidopsis_thaliana,Brassicaceae,Arabidopsis,thaliana,0.02,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Arabis_auriculata,Brassicaceae,Arabis,auriculata,0.0732,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Arabis_blepharophylla,Brassicaceae,Arabis,blepharophylla,0.472,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Arabis_caucasica,Brassicaceae,Arabis,caucasica,0.26,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Arabis_hirsuta,Brassicaceae,Arabis,hirsuta,0.1451,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Arabis_planisiliqua,Brassicaceae,Arabis,planisiliqua,0.1026,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Arabis_sagittata,Brassicaceae,Arabis,sagittata,0.1,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Arabis_scabra,Brassicaceae,Arabis,scabra,0.274,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Arabis_soyeri,Brassicaceae,Arabis,soyeri,0.291,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Arabis_verna,Brassicaceae,Arabis,verna,0.196,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,GBIF
Athysanus_pusillus,Brassicaceae,Athysanus,pusillus,0.175,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Barbarea_verna,Brassicaceae,Barbarea,verna,0.86,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Barbarea_vulgaris,Brassicaceae,Barbarea,vulgaris,0.7,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Biscutella_didyma,Brassicaceae,Biscutella,didyma,2.0868,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Biscutella_laevigata,Brassicaceae,Biscutella,laevigata,4.167,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Biscutella_sempervirens,Brassicaceae,Biscutella,sempervirens,1.638,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,GBIF
Biscutella_valentina,Brassicaceae,Biscutella,valentina,1.8138554,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,GBIF
Brassica_campestris,Brassicaceae,Brassica,campestris,2,Seed Information Database,SI,Hatakeyama et al. (1998),Herb,Herb,GBIF
Brassica_cretica,Brassicaceae,Brassica,cretica,3.5733,Seed Information Database,SI,Edh et al. (2019),Herb,Herb,GBIF
Brassica_elongata,Brassicaceae,Brassica,elongata,0.8362,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Brassica_fruticulosa,Brassicaceae,Brassica,fruticulosa,0.2848,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Brassica_incana,Brassicaceae,Brassica,incana,4.8264,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Brassica_insularis,Brassicaceae,Brassica,insularis,3.4566,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,GBIF
Brassica_macrocarpa,Brassicaceae,Brassica,macrocarpa,4.652,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,GBIF
Brassica_nigra,Brassicaceae,Brassica,nigra,0.8,Seed Information Database,SI,Kitashiba & Nasrallah (2014),Herb,Herb,Engemann et al. (2016)
Brassica_oleracea,Brassicaceae,Brassica,oleracea,2.85,Seed Information Database,SI,Kitashiba & Nasrallah (2014),Herb,Herb,Engemann et al. (2016)
Brassica_oxyrrhina,Brassicaceae,Brassica,oxyrrhina,1.3984,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,GBIF
Brassica_repanda,Brassicaceae,Brassica,repanda,1.3964,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,GBIF
Brassica_rupestris,Brassicaceae,Brassica,rupestris,7.0104,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,GBIF
Brassica_tournefortii,Brassicaceae,Brassica,tournefortii,1.4,Seed Information Database,SC,Nishio & Hinata (1978),Herb,Herb,Engemann et al. (2016)
Bunias_orientalis,Brassicaceae,Bunias,orientalis,24.7184,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Cakile_arabica,Brassicaceae,Cakile,arabica,8.36,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,GBIF
Cakile_edentula,Brassicaceae,Cakile,edentula,9.1,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Calepina_irregularis,Brassicaceae,Calepina,irregularis,2.57,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Camelina_microcarpa,Brassicaceae,Camelina,microcarpa,0.3,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Camelina_sativa,Brassicaceae,Camelina,sativa,1,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Capsella_bursa-pastoris,Brassicaceae,Capsella,bursa-pastoris,0.1,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Capsella_rubella,Brassicaceae,Capsella,rubella,0.0877193,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Cardamine_amara,Brassicaceae,Cardamine,amara,0.36665,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Cardamine_bellidifolia,Brassicaceae,Cardamine,bellidifolia,0.168,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Cardamine_bulbifera,Brassicaceae,Cardamine,bulbifera,43.5,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Cardamine_concatenata,Brassicaceae,Cardamine,concatenata,1.8624,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Cardamine_flexuosa,Brassicaceae,Cardamine,flexuosa,0.18,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Cardamine_glacialis,Brassicaceae,Cardamine,glacialis,0.499,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,GBIF
Cardamine_heptaphylla,Brassicaceae,Cardamine,heptaphylla,6.75,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Cardamine_hirsuta,Brassicaceae,Cardamine,hirsuta,0.12,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Cardamine_impatiens,Brassicaceae,Cardamine,impatiens,0.1344,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Cardamine_pratensis,Brassicaceae,Cardamine,pratensis,0.37006667,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Carrichtera_annua,Brassicaceae,Carrichtera,annua,0.9,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Clypeola_aspera,Brassicaceae,Clypeola,aspera,4.724,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,GBIF
Clypeola_jonthlaspi,Brassicaceae,Clypeola,jonthlaspi,0.9508,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Cochlearia_danica,Brassicaceae,Cochlearia,danica,0.231,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Cochlearia_officinalis,Brassicaceae,Cochlearia,officinalis,0.60966667,Seed Information Database,SI,Nordal & Lanne (1990),Herb,Herb,Engemann et al. (2016)
Cochlearia_pyrenaica,Brassicaceae,Cochlearia,pyrenaica,1.09,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Coincya_wrightii,Brassicaceae,Coincya,wrightii,1.348,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Conringia_orientalis,Brassicaceae,Conringia,orientalis,2.4,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Crambe_hispanica,Brassicaceae,Crambe,hispanica,6.7,Seed Information Database,SC,Grossenbacher et al. (2017),Herb,Herb,Engemann et al. (2016)
Crambe_tatarica,Brassicaceae,Crambe,tatarica,30,Seed Information Database,SI,Grossenbacher et al. (2017),Herb,Herb,GBIF
